Date,GLD,IEF,IWM,QQQ,SHY,SPY,TLT
2017-09-18,124.36000061035156,87.83507537841797,128.591064453125,137.6692657470703,70.34639739990234,218.6772918701172,99.14178466796875
2017-09-19,124.62000274658203,87.73686981201172,128.591064453125,137.9057159423828,70.35472106933594,218.89622497558594,98.89805603027344
2017-09-20,123.62000274658203,87.56487274169922,129.00360107421875,137.48007202148438,70.29647064208984,218.97496032714844,98.96879577636719
2017-09-21,122.68000030517578,87.45023345947266,128.86903381347656,136.63832092285156,70.27980041503906,218.38827514648438,98.91382598876953
2017-09-22,123.23999786376953,87.60582733154297,129.4160919189453,136.50587463378906,70.29647064208984,218.4320526123047,99.19674682617188
2017-09-25,124.52999877929688,87.86783599853516,129.59556579589844,135.06814575195312,70.33806610107422,217.98544311523438,99.8177490234375
2017-09-26,123.13999938964844,87.79414367675781,130.00816345214844,135.4181671142578,70.32140350341797,218.11680603027344,99.63693237304688
2017-09-27,121.9800033569336,87.34383392333984,132.55238342285156,136.63832092285156,70.31311798095703,218.96620178222656,98.13565063476562
2017-09-28,122.20999908447266,87.3274154663086,132.90306091308594,136.59097290039062,70.32140350341797,219.2289276123047,97.84481048583984
2017-09-29,121.58000183105469,87.22095489501953,133.21771240234375,137.57467651367188,70.30474090576172,219.99952697753906,98.0649185180664
2017-10-02,120.7699966430664,87.12174224853516,134.85391235351562,137.69764709472656,70.35726928710938,220.95401000976562,97.88532257080078
2017-10-03,120.83000183105469,87.24478912353516,135.15060424804688,137.9909210205078,70.31562805175781,221.4269561767578,97.97982788085938
2017-10-04,121.16999816894531,87.22018432617188,134.7190399169922,138.12332153320312,70.44891357421875,221.68959045410156,97.9876937866211
2017-10-05,120.5199966430664,87.12995147705078,135.08766174316406,139.47581481933594,70.2989730834961,223.00315856933594,97.61751556396484
2017-10-06,121.08999633789062,87.02333068847656,134.89886474609375,139.66500854492188,70.27394104003906,222.74920654296875,97.34186553955078
2017-10-09,122.08000183105469,87.12174224853516,134.3414306640625,139.5042724609375,70.27394104003906,222.3814239501953,97.64904022216797
2017-10-10,122.4000015258789,87.15455627441406,134.72805786132812,139.60830688476562,70.29058837890625,222.96812438964844,97.80657196044922
2017-10-11,122.79000091552734,87.25299835205078,134.62913513183594,140.02447509765625,70.28225708007812,223.3184356689453,97.99557495117188
2017-10-12,122.88999938964844,87.33495330810547,134.53028869628906,139.7690887451172,70.27394104003906,222.9856414794922,98.41301727294922
2017-10-13,123.81999969482422,87.63020324707031,134.28749084472656,140.30821228027344,70.31562805175781,223.2571258544922,99.121826171875
2017-10-16,122.97000122070312,87.4825668334961,134.1707000732422,140.7906036376953,70.2489242553711,223.55484008789062,99.05101776123047
2017-10-17,122.12999725341797,87.44976806640625,133.78408813476562,140.9702911376953,70.25727844238281,223.71246337890625,99.17704772949219
2017-10-18,121.66999816894531,87.22836303710938,134.42242431640625,140.800048828125,70.23226928710938,223.93141174316406,98.5232925415039
2017-10-19,122.38999938964844,87.31855773925781,134.21560668945312,140.27984619140625,70.27394104003906,223.99269104003906,98.69656372070312
2017-10-20,121.61000061035156,86.95771789550781,134.83596801757812,140.658203125,70.23226928710938,225.1485595703125,97.64904022216797
2017-10-23,121.80000305175781,87.03975677490234,133.82901000976562,139.74069213867188,70.23226928710938,224.27294921875,97.8222885131836
2017-10-24,121.33000183105469,86.77733612060547,134.1077117919922,139.97714233398438,70.21564483642578,224.6669464111328,97.21588897705078
2017-10-25,121.3499984741211,86.637939453125,133.46043395996094,139.44747924804688,70.19896697998047,223.55484008789062,96.75115203857422
2017-10-26,120.33000183105469,86.52314758300781,133.73912048339844,139.0029296875,70.19896697998047,223.84384155273438,96.42823791503906
2017-10-27,120.9000015258789,86.80191040039062,134.6651153564453,143.0511932373047,70.2489242553711,225.67398071289062,97.06621551513672
2017-10-30,121.12999725341797,87.1135482788086,133.2446746826172,143.37277221679688,70.28225708007812,224.83334350585938,97.99557495117188
2017-10-31,120.66999816894531,87.05615234375,134.1885986328125,143.9119110107422,70.24063110351562,225.18360900878906,98.0270767211914
2017-11-01,121.11000061035156,87.10872650146484,133.29855346679688,143.86465454101562,70.23057556152344,225.48138427734375,98.46355438232422
2017-11-02,121.19000244140625,87.22370147705078,133.69419860839844,143.59034729003906,70.24728393554688,225.5689239501953,98.89767456054688
2017-11-03,120.62000274658203,87.36333465576172,133.60426330566406,144.9712371826172,70.2055892944336,226.32199096679688,99.16604614257812
2017-11-06,121.6500015258789,87.47010040283203,133.75711059570312,145.463134765625,70.24728393554688,226.67225646972656,99.53695678710938
2017-11-07,121.20999908447266,87.50299072265625,132.1567840576172,145.5482635498047,70.21395111083984,226.5146026611328,99.95530700683594
2017-11-08,121.62999725341797,87.39617919921875,132.33665466308594,146.1346435546875,70.2055892944336,226.8999786376953,99.73430633544922
2017-11-09,122.12999725341797,87.36333465576172,131.869140625,145.36859130859375,70.19721984863281,226.0768585205078,99.45015716552734
2017-11-10,121.12999725341797,86.9197998046875,131.770263671875,145.3590850830078,70.1722183227539,226.00677490234375,97.9505386352539
2017-11-13,121.30999755859375,86.87873840332031,131.80621337890625,145.53875732421875,70.16390991210938,226.21690368652344,98.15571594238281
2017-11-14,121.55999755859375,87.00196075439453,131.4466552734375,145.0091094970703,70.18054962158203,225.69154357910156,98.81877136230469
2017-11-15,121.41000366210938,87.3140640258789,130.92520141601562,144.3280792236328,70.1555404663086,224.56192016601562,99.89215087890625
2017-11-16,121.4000015258789,87.0922622680664,132.84910583496094,146.17251586914062,70.16390991210938,226.47088623046875,99.02392578125
2017-11-17,122.86000061035156,87.20723724365234,133.46043395996094,145.61444091796875,70.12216186523438,225.80531311035156,99.75799560546875
2017-11-20,121.30999755859375,87.0676498413086,134.4313507080078,145.5009765625,70.09711456298828,226.1906280517578,99.7185287475586
2017-11-21,121.51000213623047,87.08406829833984,135.83384704589844,147.0805206298828,70.08048248291016,227.6705322265625,100.03419494628906
2017-11-22,122.62999725341797,87.36333465576172,135.65406799316406,147.26025390625,70.13883972167969,227.4691619873047,100.35785675048828
2017-11-24,122.31999969482422,87.28939056396484,135.70799255371094,147.79933166503906,70.13883972167969,227.99462890625,100.08161163330078
2017-11-27,122.83000183105469,87.34688568115234,135.29443359375,147.7332000732422,70.13883972167969,227.8807830810547,99.93952178955078
2017-11-28,122.80999755859375,87.36333465576172,137.42510986328125,148.1114959716797,70.14716339111328,230.1925506591797,100.07371520996094
2017-11-29,122.04000091552734,87.08406829833984,137.88363647460938,145.52932739257812,70.13053894042969,230.05242919921875,99.08706665039062
2017-11-30,121.0999984741211,86.81301879882812,138.1353759765625,146.74951171875,70.08880615234375,232.06655883789062,98.75557708740234
2017-12-01,121.58999633789062,87.13385009765625,137.5689697265625,146.12521362304688,70.10468292236328,231.58485412597656,100.08824157714844
2017-12-04,121.18000030517578,87.09274291992188,137.05653381347656,144.4416046142578,70.0629653930664,231.30465698242188,100.13573455810547
2017-12-05,120.31999969482422,87.15850830078125,135.69003295898438,144.5361785888672,70.05455780029297,230.47276306152344,100.63398742675781
2017-12-06,120.06999969482422,87.33944702148438,135.05172729492188,145.1888427734375,70.08798217773438,230.51658630371094,100.98200225830078
2017-12-07,118.48999786376953,87.18319702148438,135.9957275390625,145.6806640625,70.09634399414062,231.24337768554688,100.19111633300781
2017-12-08,118.4800033569336,87.11740112304688,136.12158203125,146.32382202148438,70.09634399414062,232.50442504882812,100.19900512695312
2017-12-11,118.01000213623047,87.0597915649414,136.06759643554688,147.45889282226562,70.0629653930664,233.20489501953125,99.99337005615234
2017-12-12,118.1500015258789,86.98573303222656,135.6450958251953,147.26025390625,70.0629653930664,233.61648559570312,99.95381927490234
2017-12-13,119.16999816894531,87.33944702148438,136.4541778564453,147.54403686523438,70.13805389404297,233.59022521972656,100.70516967773438
2017-12-14,118.93000030517578,87.30657958984375,134.94381713867188,147.43994140625,70.11306762695312,232.63572692871094,101.13227081298828
2017-12-15,119.18000030517578,87.29010772705078,136.86770629882812,149.1141815185547,70.0796127319336,234.5730438232422,101.51190185546875
2017-12-18,119.7300033569336,87.09274291992188,138.7197265625,150.36431884765625,70.0796127319336,236.06045532226562,100.58654022216797
2017-12-19,119.81999969482422,86.69788360595703,137.62294006347656,149.4733428955078,70.04621887207031,235.15391540527344,99.28152465820312
2017-12-20,120.13999938964844,86.44287109375,137.8926544189453,149.31222534179688,70.05455780029297,235.0306854248047,98.18220520019531
2017-12-21,120.30999755859375,86.50382995605469,138.496337890625,149.33119201660156,70.04960632324219,235.51470947265625,98.75444793701172
2017-12-22,120.94000244140625,86.53678131103516,138.2437286376953,149.16055297851562,70.02454376220703,235.4532012939453,98.88916015625
2017-12-26,121.7699966430664,86.56974792480469,138.3249053955078,148.35487365722656,70.01616668701172,235.1715087890625,99.18244934082031
2017-12-27,122.2300033569336,86.94049835205078,138.18948364257812,148.3738555908203,70.04960632324219,235.28591918945312,100.47431945800781
2017-12-28,122.8499984741211,86.8333740234375,138.7310028076172,148.55393981933594,70.05793762207031,235.77001953125,100.3871078491211
2017-12-29,123.6500015258789,86.97342681884766,137.58489990234375,147.6345672607422,70.07465362548828,234.88107299804688,100.54559326171875
2018-01-02,125.1500015258789,86.68506622314453,138.8843994140625,150.22216796875,70.04960632324219,236.56219482421875,99.4598388671875
2018-01-03,124.81999969482422,86.77569580078125,139.02877807617188,151.68179321289062,70.04960632324219,238.05845642089844,99.9353256225586
2018-01-04,125.45999908447266,86.73453521728516,139.3988037109375,151.9472198486328,70.01616668701172,239.06178283691406,99.91947937011719
2018-01-05,125.33000183105469,86.62745666503906,139.68753051757812,153.47323608398438,70.01616668701172,240.65499877929688,99.63420104980469
2018-01-08,125.30999755859375,86.58625793457031,139.9041290283203,154.07032775878906,70.01616668701172,241.0950927734375,99.57080078125
2018-01-09,124.7300033569336,86.17430877685547,139.71463012695312,154.079833984375,69.99108123779297,241.64076232910156,98.23931121826172
2018-01-10,125.02999877929688,86.14959716796875,139.73272705078125,153.71969604492188,70.01616668701172,241.2710418701172,98.120361328125
2018-01-11,125.44000244140625,86.20724487304688,142.1331329345703,154.771728515625,69.99108123779297,243.0313720703125,98.52461242675781
2018-01-12,126.95999908447266,86.14959716796875,142.72879028320312,155.9091796875,69.98273468017578,244.61572265625,98.69100952148438
2018-01-16,127.16999816894531,86.19078826904297,140.9058380126953,155.46363830566406,69.974365234375,243.77952575683594,99.10318756103516
